  11   |  165   |   6.74   |   6.62   |  28.52   |  28.85   |  39.76   |  40.27   |  26.51   |   2.01   |   1.94   |  1816.71   
  11   |  166   |   6.57   |   6.62   |  28.86   |  28.85   |  40.89   |  40.27   |  27.18   |   1.68   |   1.93   |  1827.34   
  11   |  167   |   6.51   |   6.62   |  28.99   |  28.85   |  40.43   |  40.27   |  26.93   |   2.06   |   1.94   |  1838.00   
  11   |  168   |   6.77   |   6.62   |  28.74   |  28.85   |  40.55   |  40.27   |  26.66   |   2.08   |   1.94   |  1848.60   
  11   |  169   |   6.63   |   6.62   |  28.83   |  28.85   |  41.03   |  40.28   |  27.10   |   1.73   |   1.94   |  1859.27   
  11   |  170   |   6.58   |   6.62   |  28.79   |  28.85   |  40.73   |  40.28   |  26.68   |   2.11   |   1.94   |  1869.86   
  11   |  171   |   6.49   |   6.62   |  28.90   |  28.85   |  41.06   |  40.29   |  27.04   |   1.86   |   1.94   |  1880.51   
  11   |  172   |   7.10   |   6.62   |  28.03   |  28.85   |  40.83   |  40.29   |  26.24   |   1.79   |   1.93   |  1891.09   
  11   |  173   |   6.10   |   6.62   |  29.45   |  28.85   |  40.87   |  40.29   |  27.17   |   2.28   |   1.94   |  1901.75   
  11   |  174   |   6.34   |   6.62   |  29.03   |  28.85   |  40.50   |  40.29   |  26.80   |   2.23   |   1.94   |  1912.39   
  11   |  175   |   6.54   |   6.62   |  28.88   |  28.85   |  41.06   |  40.30   |  26.95   |   1.92   |   1.94   |  1923.04   
  11   |  176   |   6.39   |   6.62   |  28.91   |  28.85   |  40.71   |  40.30   |  26.94   |   1.97   |   1.94   |  1933.63   
  11   |  177   |   6.61   |   6.62   |  28.87   |  28.85   |  40.52   |  40.30   |  26.95   |   1.91   |   1.94   |  1944.27   
  11   |  178   |   6.45   |   6.62   |  29.11   |  28.85   |  40.63   |  40.30   |  26.95   |   2.17   |   1.94   |  1954.89   
  11   |  179   |   6.59   |   6.62   |  28.85   |  28.85   |  40.45   |  40.30   |  26.73   |   2.12   |   1.94   |  1965.55   
  11   |  180   |   6.94   |   6.62   |  28.34   |  28.85   |  40.58   |  40.31   |  26.59   |   1.75   |   1.94   |  1976.17   
  11   |  181   |   6.44   |   6.62   |  29.05   |  28.85   |  40.55   |  40.31   |  27.09   |   1.96   |   1.94   |  1986.84   
  11   |  182   |   6.63   |   6.62   |  28.67   |  28.85   |  40.37   |  40.31   |  26.67   |   2.00   |   1.94   |  1997.46   
  11   |  183   |   6.22   |   6.61   |  29.20   |  28.85   |  40.85   |  40.31   |  27.38   |   1.82   |   1.94   |  2008.13   
  11   |  184   |   6.30   |   6.61   |  29.26   |  28.85   |  41.14   |  40.32   |  27.40   |   1.86   |   1.94   |  2018.78   
  11   |  185   |   6.47   |   6.61   |  28.80   |  28.85   |  40.23   |  40.31   |  26.80   |   2.00   |   1.94   |  2029.43   
  11   |  186   |   6.31   |   6.61   |  29.29   |  28.86   |  41.29   |  40.32   |  27.49   |   1.80   |   1.94   |  2040.04   
  11   |  187   |   6.52   |   6.61   |  29.07   |  28.86   |  40.36   |  40.32   |  27.08   |   2.00   |   1.94   |  2050.71   
  11   |  188   |   6.46   |   6.61   |  29.06   |  28.86   |  40.77   |  40.32   |  26.98   |   2.09   |   1.94   |  2061.32   
  11   |  189   |   6.49   |   6.61   |  29.07   |  28.86   |  41.02   |  40.33   |  27.15   |   1.91   |   1.94   |  2071.99   
  11   |  190   |   6.86   |   6.61   |  28.63   |  28.86   |  40.19   |  40.33   |  26.50   |   2.13   |   1.94   |  2082.62   
  11   |  191   |   5.97   |   6.61   |  29.72   |  28.86   |  41.04   |  40.33   |  27.67   |   2.05   |   1.94   |  2093.31   
  11   |  192   |   6.76   |   6.61   |  28.61   |  28.86   |  40.21   |  40.33   |  26.79   |   1.82   |   1.94   |  2103.91   
  11   |  193   |   6.45   |   6.61   |  29.13   |  28.86   |  40.06   |  40.33   |  26.91   |   2.22   |   1.94   |  2114.56   
  11   |  194   |   6.63   |   6.61   |  28.75   |  28.86   |  40.09   |  40.33   |  26.80   |   1.96   |   1.94   |  2125.16   
  11   |  195   |   6.49   |   6.61   |  29.06   |  28.86   |  41.02   |  40.33   |  27.24   |   1.82   |   1.94   |  2135.82   
  11   |  196   |   6.40   |   6.61   |  29.28   |  28.87   |  40.85   |  40.33   |  27.41   |   1.87   |   1.94   |  2146.42   
  11   |  197   |   6.49   |   6.60   |  28.95   |  28.87   |  40.34   |  40.33   |  26.59   |   2.36   |   1.94   |  2157.07   
  11   |  198   |   6.65   |   6.60   |  29.06   |  28.87   |  40.14   |  40.33   |  26.64   |   2.42   |   1.95   |  2167.65   
